Tiempo;Abs;patogeno;Probiotico;Muestra
18; 0.1557 ;Salmonella;M28;LECHE
18;0.1452;Salmonella;;LECHE
18;0.1651;Salmonella;;LECHE
18; 0.1805 ;Salmonella;M29;HECES
18;0.1771;Salmonella;;HECES
18;0.1708;Salmonella;;HECES
18; 0.1849 ;Salmonella;M30;LECHE
18;0.1845;Salmonella;;LECHE
18;0.2129;Salmonella;;LECHE
18; 0.1863  ;Salmonella;M31;HECES
18;0.1674;Salmonella;;HECES
18;0.1680;Salmonella;;HECES
18; 0.1679  ;Salmonella;M32;LECHE
18;0.1798;Salmonella;;LECHE
18;0.1743;Salmonella;;LECHE
18; 0.2132 ;Salmonella;M33;LECHE
18;0.2405;Salmonella;;LECHE
18;0.2149;Salmonella;;LECHE
18; 0.1846 ;Salmonella;M34;LECHE
18;0.1759;Salmonella;;LECHE
18;0.1776;Salmonella;;LECHE
19; 0.1514 ;Salmonella;M1;HECES
19;0.1417;Salmonella;;HECES
19;0.2117;Salmonella;;HECES
19; 0.1383 ;Salmonella;M2;HECES
19;0.1374;Salmonella;;HECES
19;0.2155;Salmonella;;HECES
19; 0.1438 ;Salmonella;M3;HECES
19;0.1461;Salmonella;;HECES
19;0.2399;Salmonella;;HECES
19; 0.1314 ;Salmonella;M4;HECES
19;0.1372;Salmonella;;HECES
19;0.1598;Salmonella;;HECES
19; 0.1475 ;Salmonella;M5;LECHE
19;0.1408;Salmonella;;LECHE
19;0.1539;Salmonella;;LECHE
19; 0.1456  ;Salmonella;M6;LECHE
19;0.1434;Salmonella;;LECHE
19;0.1443;Salmonella;;LECHE
19; 0.1648 ;Salmonella;M7;HECES
19;0.1573;Salmonella;;HECES
19;0.1653;Salmonella;;HECES
19; 0.1453 ;Salmonella;M8;LECHE
19;0.1405;Salmonella;;LECHE
19;0.2524;Salmonella;;LECHE
19; 0.2813  ;Salmonella;M9;HECES
19;0.1899;Salmonella;;HECES
19;0.3564;Salmonella;;HECES
19; 0.2156 ;Salmonella;M10;HECES
19;0.2396;Salmonella;;HECES
19;0.3203;Salmonella;;HECES
19; 0.1925 ;Salmonella;M11;LECHE
19;0.1738;Salmonella;;LECHE
19;0.2143;Salmonella;;LECHE
19; 0.1889 ;Salmonella;M12;LECHE
19;0.1726;Salmonella;;LECHE
19;0.1721;Salmonella;;LECHE
19; 0.2430 ;Salmonella;M13;HECES
19;0.2533;Salmonella;;HECES
19;0.2439;Salmonella;;HECES
19; 0.2019 ;Salmonella;M14;HECES
19;0.1908;Salmonella;;HECES
19;0.3338;Salmonella;;HECES
19; 0.1526  ;Salmonella;M15;LECHE
19;0.1275;Salmonella;;LECHE
19;0.1335;Salmonella;;LECHE
19; 0.1786  ;Salmonella;M16;HECES
19;0.1797;Salmonella;;HECES
19;0.1940;Salmonella;;HECES
19; 0.3292 ;Salmonella;M17;HECES
19;0.3027;Salmonella;;HECES
19;0.2815;Salmonella;;HECES
19; 0.2042 ;Salmonella;M18;HECES
19;0.1912;Salmonella;;HECES
19;0.1562;Salmonella;;HECES
19; 0.1761 ;Salmonella;M19;HECES
19;0.1705;Salmonella;;HECES
19;0.2739;Salmonella;;HECES
19; 0.1738 ;Salmonella;M20;HECES
19;0.1803;Salmonella;;HECES
19;0.1831;Salmonella;;HECES
19; 0.1823 ;Salmonella;M21;LECHE
19;0.1781;Salmonella;;LECHE
19;0.1711;Salmonella;;LECHE
19; 0.6500  ;Salmonella;M22;HECES
19;0.5102;Salmonella;;HECES
19;0.7134;Salmonella;;HECES
19; 0.7755 ;Salmonella;M23;LECHE
19;0.5102;Salmonella;;LECHE
19;0.7630;Salmonella;;LECHE
19; 0.2560 ;Salmonella;M24;LECHE
19;0.2542;Salmonella;;LECHE
19;0.2525;Salmonella;;LECHE
19; 0.1325 ;Salmonella;M25;HECES
19;0.1291;Salmonella;;HECES
19;0.1570;Salmonella;;HECES
19; 0.1210 ;Salmonella;M26;HECES
19;0.1227;Salmonella;;HECES
19;0.1276;Salmonella;;HECES
19; 0.1398 ;Salmonella;M27;LECHE
19;0.1261;Salmonella;;LECHE
19;0.1476;Salmonella;;LECHE
19; 0.1651 ;Salmonella;M28;LECHE
19;0.1499;Salmonella;;LECHE
19;0.1736;Salmonella;;LECHE
19; 0.1809 ;Salmonella;M29;HECES
19;0.1770;Salmonella;;HECES
19;0.1744;Salmonella;;HECES
19; 0.1855  ;Salmonella;M30;LECHE
19;0.1853;Salmonella;;LECHE
19;0.2127;Salmonella;;LECHE
19; 0.1869 ;Salmonella;M31;HECES
19;0.1677;Salmonella;;HECES
19;0.1722;Salmonella;;HECES
19; 0.1690 ;Salmonella;M32;LECHE
19;0.1811;Salmonella;;LECHE
19;0.1738;Salmonella;;LECHE
19; 0.2119  ;Salmonella;M33;LECHE
19;0.2413;Salmonella;;LECHE
19;0.2133;Salmonella;;LECHE
19; 0.1860 ;Salmonella;M34;LECHE
19;0.1756;Salmonella;;LECHE
19;0.1782;Salmonella;;LECHE
20; 0.1520 ;Salmonella;M1;HECES
20;0.1418;Salmonella;;HECES
20;0.2156;Salmonella;;HECES
20; 0.1395 ;Salmonella;M2;HECES
20;0.1376;Salmonella;;HECES
20;0.2193;Salmonella;;HECES
20; 0.1450 ;Salmonella;M3;HECES
20;0.1465;Salmonella;;HECES
20;0.2434;Salmonella;;HECES
20; 0.1322   ;Salmonella;M4;HECES
20;0.1373;Salmonella;;HECES
20;0.1597;Salmonella;;HECES
20; 0.1476 ;Salmonella;M5;LECHE
20;0.1414;Salmonella;;LECHE
20;0.1568;Salmonella;;LECHE
20; 0.1440 ;Salmonella;M6;LECHE
20;0.1454;Salmonella;;LECHE
20;0.1430;Salmonella;;LECHE
20; 0.1661  ;Salmonella;M7;HECES
20;0.1568;Salmonella;;HECES
20;0.1655;Salmonella;;HECES
20; 0.1476 ;Salmonella;M8;LECHE
20;0.1407;Salmonella;;LECHE
20;0.2585;Salmonella;;LECHE
20; 0.1661  ;Salmonella;M9;HECES
20;0.1568;Salmonella;;HECES
20; 0.1655 ;Salmonella;;HECES
20; 0.2126  ;Salmonella;M10;HECES
20;0.2425;Salmonella;;HECES
20;0.3205;Salmonella;;HECES
20; 0.1948 ;Salmonella;M11;LECHE
20;0.1721;Salmonella;;LECHE
20;0.2182;Salmonella;;LECHE
20; 0.1893 ;Salmonella;M12;LECHE
20;0.1726;Salmonella;;LECHE
20;0.1743;Salmonella;;LECHE
20; 0.2429 ;Salmonella;M13;HECES
20;0.2530;Salmonella;;HECES
20;0.2465;Salmonella;;HECES
20; 0.1983 ;Salmonella;M14;HECES
20;0.1919;Salmonella;;HECES
20;0.3376;Salmonella;;HECES
20; 0.1548 ;Salmonella;M15;LECHE
20;0.1275;Salmonella;;LECHE
20;0.1343;Salmonella;;LECHE
20; 0.1815 ;Salmonella;M16;HECES
20;0.1798;Salmonella;;HECES
20;0.1965;Salmonella;;HECES
20; 0.3212 ;Salmonella;M17;HECES
20;0.2984;Salmonella;;HECES
20;0.2890;Salmonella;;HECES
20; 0.2006 ;Salmonella;M18;HECES
20;0.1897;Salmonella;;HECES
20;0.1551;Salmonella;;HECES
20; 0.1777 ;Salmonella;M19;HECES
20;0.1720;Salmonella;;HECES
20;0.2726;Salmonella;;HECES
20; 0.1745 ;Salmonella;M20;HECES
20;0.1805;Salmonella;;HECES
20;0.1852;Salmonella;;HECES
20; 0.1828 ;Salmonella;M21;LECHE
20;0.1780;Salmonella;;LECHE
20;0.1719;Salmonella;;LECHE
20; 0.6529 ;Salmonella;M22;HECES
20;0.5093;Salmonella;;HECES
20;0.7116;Salmonella;;HECES
20; 0.7761 ;Salmonella;M23;LECHE
20;0.5093;Salmonella;;LECHE
20;0.7642;Salmonella;;LECHE
20; 0.2562 ;Salmonella;M24;LECHE
20;0.2558;Salmonella;;LECHE
20;0.2554;Salmonella;;LECHE
20; 0.1343 ;Salmonella;M25;HECES
20;0.1323;Salmonella;;HECES
20;0.1596;Salmonella;;HECES
20; 0.1197 ;Salmonella;M26;HECES
20;0.1211;Salmonella;;HECES
20;0.1275;Salmonella;;HECES
20; 0.1424  ;Salmonella;M27;LECHE
20;0.1260;Salmonella;;LECHE
20;0.1521;Salmonella;;LECHE
20; 0.1697  ;Salmonella;M28;LECHE
20;0.1512;Salmonella;;LECHE
20;0.1802;Salmonella;;LECHE
20; 0.1815 ;Salmonella;M29;HECES
20;0.1769;Salmonella;;HECES
20;0.1710;Salmonella;;HECES
20; 0.1858 ;Salmonella;M30;LECHE
20;0.1846;Salmonella;;LECHE
20;0.2159;Salmonella;;LECHE
20; 0.1909 ;Salmonella;M31;HECES
20;0.1705;Salmonella;;HECES
20;0.1757;Salmonella;;HECES
20; 0.1720  ;Salmonella;M32;LECHE
20;0.1856;Salmonella;;LECHE
20;0.1804;Salmonella;;LECHE
20; 0.2141  ;Salmonella;M33;LECHE
20;0.2415;Salmonella;;LECHE
20;0.2161;Salmonella;;LECHE
20; 0.1904  ;Salmonella;M34;LECHE
20;0.1783;Salmonella;;LECHE
20;0.1803;Salmonella;;LECHE
21; 0.1520 ;Salmonella;M1;HECES
21;0.1423;Salmonella;;HECES
21;0.2206;Salmonella;;HECES
21; 0.1395 ;Salmonella;M2;HECES
21;0.1386;Salmonella;;HECES
21;0.2251;Salmonella;;HECES
21; 0.1452 ;Salmonella;M3;HECES
21;0.1466;Salmonella;;HECES
21;0.2476;Salmonella;;HECES
21; 0.1316 ;Salmonella;M4;HECES
21;0.1381;Salmonella;;HECES
21;0.1631;Salmonella;;HECES
21; 0.1475  ;Salmonella;M5;LECHE
21;0.1407;Salmonella;;LECHE
21;0.1567;Salmonella;;LECHE
21; 0.1434  ;Salmonella;M6;LECHE
21;0.1449;Salmonella;;LECHE
21;0.1436;Salmonella;;LECHE
21; 0.1647 ;Salmonella;M7;HECES
21;0.1589;Salmonella;;HECES
21;0.1682;Salmonella;;HECES
21; 0.1474 ;Salmonella;M8;LECHE
21;0.1407;Salmonella;;LECHE
21;0.2647;Salmonella;;LECHE
21; 0.2784 ;Salmonella;M9;HECES
21;0.1923;Salmonella;;HECES
21;0.3576;Salmonella;;HECES
21; 0.2105 ;Salmonella;M10;HECES
21;0.2427;Salmonella;;HECES
21;0.3212;Salmonella;;HECES
21; 0.1957 ;Salmonella;M11;LECHE
21;0.1731;Salmonella;;LECHE
21;0.2186;Salmonella;;LECHE
21; 0.1899 ;Salmonella;M12;LECHE
21;0.1734;Salmonella;;LECHE
21;0.1739;Salmonella;;LECHE
21; 0.2434 ;Salmonella;M13;HECES
21;0.2536;Salmonella;;HECES
21;0.2460;Salmonella;;HECES
21; 0.1994 ;Salmonella;M14;HECES
21;0.1905;Salmonella;;HECES
21;0.3407;Salmonella;;HECES
21; 0.1591 ;Salmonella;M15;LECHE
21;0.1318;Salmonella;;LECHE
21;0.1374;Salmonella;;LECHE
21; 0.1828  ;Salmonella;M16;HECES
21;0.1801;Salmonella;;HECES
21;0.1956;Salmonella;;HECES
21; 0.3133 ;Salmonella;M17;HECES
21;0.2911;Salmonella;;HECES
21;0.2942;Salmonella;;HECES
21; 0.1990 ;Salmonella;M18;HECES
21;0.1919;Salmonella;;HECES
21;0.1547;Salmonella;;HECES
21; 0.1802  ;Salmonella;M19;HECES
21;0.1720;Salmonella;;HECES
21;0.2722;Salmonella;;HECES
21; 0.1748 ;Salmonella;M20;HECES
21;0.1799;Salmonella;;HECES
21;0.1893;Salmonella;;HECES
21; 0.1842 ;Salmonella;M21;LECHE
21;0.1782;Salmonella;;LECHE
21;0.1742;Salmonella;;LECHE
21; 0.6546 ;Salmonella;M22;HECES
21;0.5070;Salmonella;;HECES
21;0.7105;Salmonella;;HECES
21; 0.7785 ;Salmonella;M23;LECHE
21;0.5070;Salmonella;;LECHE
21;0.7606;Salmonella;;LECHE
21; 0.2562 ;Salmonella;M24;LECHE
21;0.2583;Salmonella;;LECHE
21;0.2539;Salmonella;;LECHE
21; 0.1373  ;Salmonella;M25;HECES
21;0.1329;Salmonella;;HECES
21;0.1645;Salmonella;;HECES
21; 0.1207 ;Salmonella;M26;HECES
21;0.1230;Salmonella;;HECES
21;0.1277;Salmonella;;HECES
21; 0.1474 ;Salmonella;M27;LECHE
21;0.1277;Salmonella;;LECHE
21;0.1604;Salmonella;;LECHE
21; 0.1756 ;Salmonella;M28;LECHE
21;0.1553;Salmonella;;LECHE
21;0.1897;Salmonella;;LECHE
21; 0.1826 ;Salmonella;M29;HECES
21;0.1776;Salmonella;;HECES
21;0.1721;Salmonella;;HECES
21; 0.1871 ;Salmonella;M30;LECHE
21;0.1851;Salmonella;;LECHE
21;0.2146;Salmonella;;LECHE
21; 0.1923 ;Salmonella;M31;HECES
21;0.1707;Salmonella;;HECES
21;0.1758;Salmonella;;HECES
21; 0.1722 ;Salmonella;M32;LECHE
21;0.1867;Salmonella;;LECHE
21;0.1824;Salmonella;;LECHE
21; 0.2147 ;Salmonella;M33;LECHE
21;0.2429;Salmonella;;LECHE
21;0.2152;Salmonella;;LECHE
21; 0.1912 ;Salmonella;M34;LECHE
21;0.1778;Salmonella;;LECHE
21;0.1802;Salmonella;;LECHE
22; 0.1525 ;Salmonella;M1;HECES
22;0.1422;Salmonella;;HECES
22;0.2230;Salmonella;;HECES
22; 0.1421 ;Salmonella;M2;HECES
22;0.1392;Salmonella;;HECES
22;0.2286;Salmonella;;HECES
22; 0.1454  ;Salmonella;M3;HECES
22;0.1474;Salmonella;;HECES
22;0.2517;Salmonella;;HECES
22; 0.1327 ;Salmonella;M4;HECES
22;0.1392;Salmonella;;HECES
22;0.1633;Salmonella;;HECES
22; 0.1489  ;Salmonella;M5;LECHE
22;0.1418;Salmonella;;LECHE
22;0.1569;Salmonella;;LECHE
22; 0.1446 ;Salmonella;M6;LECHE
22;0.1461;Salmonella;;LECHE
22;0.1422;Salmonella;;LECHE
22; 0.1662 ;Salmonella;M7;HECES
22;0.1590;Salmonella;;HECES
22;0.1695;Salmonella;;HECES
22; 0.1472 ;Salmonella;M8;LECHE
22;0.1420;Salmonella;;LECHE
22;0.2699;Salmonella;;LECHE
22; 0.2802  ;Salmonella;M9;HECES
22;0.1912;Salmonella;;HECES
22;0.3559;Salmonella;;HECES
22; 0.2082 ;Salmonella;M10;HECES
22;0.2394;Salmonella;;HECES
22;0.3215;Salmonella;;HECES
22; 0.1971  ;Salmonella;M11;LECHE
22;0.1725;Salmonella;;LECHE
22;0.2194;Salmonella;;LECHE
22; 0.1907 ;Salmonella;M12;LECHE
22;0.1742;Salmonella;;LECHE
22;0.1719;Salmonella;;LECHE
22; 0.2434 ;Salmonella;M13;HECES
22;0.2545;Salmonella;;HECES
22;0.2455;Salmonella;;HECES
22; 0.1936 ;Salmonella;M14;HECES
22;0.1898;Salmonella;;HECES
22;0.3424;Salmonella;;HECES
22; 0.1622 ;Salmonella;M15;LECHE
22;0.1306;Salmonella;;LECHE
22;0.1370;Salmonella;;LECHE
22; 0.1830 ;Salmonella;M16;HECES
22;0.1799;Salmonella;;HECES
22;0.1970;Salmonella;;HECES
22; 0.3085 ;Salmonella;M17;HECES
22;0.2832;Salmonella;;HECES
22;0.2952;Salmonella;;HECES
22; 0.1963  ;Salmonella;M18;HECES
22;0.1846;Salmonella;;HECES
22;0.1556;Salmonella;;HECES
22; 0.1772 ;Salmonella;M19;HECES
22;0.1716;Salmonella;;HECES
22;0.2707;Salmonella;;HECES
22; 0.1741 ;Salmonella;M20;HECES
22;0.1808;Salmonella;;HECES
22;0.1913;Salmonella;;HECES
22; 0.1841 ;Salmonella;M21;LECHE
22;0.1786;Salmonella;;LECHE
22;0.1744;Salmonella;;LECHE
22; 0.6584  ;Salmonella;M22;HECES
22;0.5025;Salmonella;;HECES
22;0.7082;Salmonella;;HECES
22; 0.7803 ;Salmonella;M23;LECHE
22;0.5025;Salmonella;;LECHE
22;0.7585;Salmonella;;LECHE
22; 0.2567 ;Salmonella;M24;LECHE
22;0.2584;Salmonella;;LECHE
22;0.2535;Salmonella;;LECHE
22; 0.1404 ;Salmonella;M25;HECES
22;0.1336;Salmonella;;HECES
22;0.1688;Salmonella;;HECES
22; 0.1192 ;Salmonella;M26;HECES
22;0.1215;Salmonella;;HECES
22;0.1281;Salmonella;;HECES
22; 0.1497 ;Salmonella;M27;LECHE
22;0.1292;Salmonella;;LECHE
22;0.1639;Salmonella;;LECHE
22; 0.1807  ;Salmonella;M28;LECHE
22;0.1592;Salmonella;;LECHE
22;0.1977;Salmonella;;LECHE
22; 0.1833 ;Salmonella;M29;HECES
22;0.1774;Salmonella;;HECES
22;0.1718;Salmonella;;HECES
22; 0.1873 ;Salmonella;M30;LECHE
22;0.1859;Salmonella;;LECHE
22;0.2174;Salmonella;;LECHE
22; 0.1939 ;Salmonella;M31;HECES
22;0.1709;Salmonella;;HECES
22;0.1756;Salmonella;;HECES
22; 0.1707 ;Salmonella;M32;LECHE
22;0.1879;Salmonella;;LECHE
22;0.1848;Salmonella;;LECHE
22; 0.2142 ;Salmonella;M33;LECHE
22;0.2439;Salmonella;;LECHE
22;0.2146;Salmonella;;LECHE
22; 0.1934 ;Salmonella;M34;LECHE
22;0.1781;Salmonella;;LECHE
22;0.1805;Salmonella;;LECHE
23; 0.1516 ;Salmonella;M1;HECES
23;0.1417;Salmonella;;HECES
23;0.2281;Salmonella;;HECES
23; 0.1399 ;Salmonella;M2;HECES
23;0.1404;Salmonella;;HECES
23;0.2330;Salmonella;;HECES
23; 0.1468  ;Salmonella;M3;HECES
23;0.1456;Salmonella;;HECES
23;0.2548;Salmonella;;HECES
23; 0.1338 ;Salmonella;M4;HECES
23;0.1394;Salmonella;;HECES
23;0.1645;Salmonella;;HECES
23; 0.1507  ;Salmonella;M5;LECHE
23;0.1425;Salmonella;;LECHE
23;0.1582;Salmonella;;LECHE
23; 0.1450 ;Salmonella;M6;LECHE
23;0.1447;Salmonella;;LECHE
23;0.1433;Salmonella;;LECHE
23; 0.1661 ;Salmonella;M7;HECES
23;0.1598;Salmonella;;HECES
23;0.1725;Salmonella;;HECES
23; 0.1481  ;Salmonella;M8;LECHE
23;0.1422;Salmonella;;LECHE
23;0.2756;Salmonella;;LECHE
23; 0.2784 ;Salmonella;M9;HECES
23;0.1922;Salmonella;;HECES
23;0.3546;Salmonella;;HECES
23; 0.2082 ;Salmonella;M10;HECES
23;0.2394;Salmonella;;HECES
23;0.3215;Salmonella;;HECES
23; 0.1963 ;Salmonella;M11;LECHE
23;0.1716;Salmonella;;LECHE
23;0.2225;Salmonella;;LECHE
23; 0.1903 ;Salmonella;M12;LECHE
23;0.1720;Salmonella;;LECHE
23;0.1725;Salmonella;;LECHE
23; 0.2446  ;Salmonella;M13;HECES
23;0.2556;Salmonella;;HECES
23;0.2466;Salmonella;;HECES
23; 0.1928  ;Salmonella;M14;HECES
23;0.1867;Salmonella;;HECES
23;0.3448;Salmonella;;HECES
23; 0.1663 ;Salmonella;M15;LECHE
23;0.1315;Salmonella;;LECHE
23;0.1391;Salmonella;;LECHE
23; 0.1818 ;Salmonella;M16;HECES
23;0.1780;Salmonella;;HECES
23;0.1954;Salmonella;;HECES
23; 0.3040 ;Salmonella;M17;HECES
23;0.2778;Salmonella;;HECES
23;0.2995;Salmonella;;HECES
23; 0.1935 ;Salmonella;M18;HECES
23;0.1827;Salmonella;;HECES
23;0.1547;Salmonella;;HECES
23; 0.1766 ;Salmonella;M19;HECES
23;0.1716;Salmonella;;HECES
23;0.2695;Salmonella;;HECES
23; 0.1751 ;Salmonella;M20;HECES
23;0.1804;Salmonella;;HECES
23;0.1943;Salmonella;;HECES
23; 0.1841 ;Salmonella;M21;LECHE
23;0.1778;Salmonella;;LECHE
23;0.1751;Salmonella;;LECHE
23; 0.6567 ;Salmonella;M22;HECES
23;0.4979;Salmonella;;HECES
23;0.7083;Salmonella;;HECES
23; 0.7805 ;Salmonella;M23;LECHE
23;0.4979;Salmonella;;LECHE
23;0.7593;Salmonella;;LECHE
23; 0.2585 ;Salmonella;M24;LECHE
23;0.2589;Salmonella;;LECHE
23;0.2546;Salmonella;;LECHE
23; 0.1433 ;Salmonella;M25;HECES
23;0.1349;Salmonella;;HECES
23;0.1727;Salmonella;;HECES
23; 0.1189 ;Salmonella;M26;HECES
23;0.1217;Salmonella;;HECES
23;0.1283;Salmonella;;HECES
23; 0.1541 ;Salmonella;M27;LECHE
23;0.1309;Salmonella;;LECHE
23;0.1696;Salmonella;;LECHE
23; 0.1875 ;Salmonella;M28;LECHE
23;0.1617;Salmonella;;LECHE
23;0.2054;Salmonella;;LECHE
23; 0.1826 ;Salmonella;M29;HECES
23;0.1763;Salmonella;;HECES
23;0.1723;Salmonella;;HECES
23; 0.1874 ;Salmonella;M30;LECHE
23;0.1864;Salmonella;;LECHE
23;0.2200;Salmonella;;LECHE
23; 0.1967  ;Salmonella;M31;HECES
23;0.1724;Salmonella;;HECES
23;0.1774;Salmonella;;HECES
23; 0.1737 ;Salmonella;M32;LECHE
23;0.1913;Salmonella;;LECHE
23;0.1872;Salmonella;;LECHE
23; 0.2159 ;Salmonella;M33;LECHE
23;0.2442;Salmonella;;LECHE
23;0.2183;Salmonella;;LECHE
23; 0.1957 ;Salmonella;M34;LECHE
23;0.1800;Salmonella;;LECHE
23;0.1823;Salmonella;;LECHE
1;0.1790;S.pneumoniae;M1;HECES
1;0.1479;S.pneumoniae;;HECES
1;0.1529;S.pneumoniae;;HECES
1;0.1447;S.pneumoniae;M2;HECES
1;0.1358;S.pneumoniae;;HECES
1;0.1458;S.pneumoniae;;HECES
1;0.1479;S.pneumoniae;M3;HECES
1;0.1479;S.pneumoniae;;HECES
1;0.1496;S.pneumoniae;;HECES
1;0.1338;S.pneumoniae;M4;HECES
1;0.1331;S.pneumoniae;;HECES
1;0.1592;S.pneumoniae;;HECES
1;0.1378;S.pneumoniae;M5;LECHE
1;0.1385;S.pneumoniae;;LECHE
1;0.1546;S.pneumoniae;;LECHE
1;0.1461;S.pneumoniae;M6;LECHE
1;0.1484;S.pneumoniae;;LECHE
1;0.1483;S.pneumoniae;;LECHE
1;0.1599;S.pneumoniae;M7;HECES
1;0.1618;S.pneumoniae;;HECES
1;0.1598;S.pneumoniae;;HECES
1;0.1532;S.pneumoniae;M8;LECHE
1;0.1464;S.pneumoniae;;LECHE
1;0.1766;S.pneumoniae;;LECHE
1;0.1630;S.pneumoniae;M9;HECES
1;0.1660;S.pneumoniae;;HECES
1;0.1788;S.pneumoniae;;HECES
1;0.1574;S.pneumoniae;M10;HECES
1;0.1577;S.pneumoniae;;HECES
1;0.1521;S.pneumoniae;;HECES
1;0.1730;S.pneumoniae;M11;LECHE
1;0.1804;S.pneumoniae;;LECHE
1;0.1811;S.pneumoniae;;LECHE
1;0.1744;S.pneumoniae;M12;LECHE
1;0.1794;S.pneumoniae;;LECHE
1;0.1780;S.pneumoniae;;LECHE
1;0.3512;S.pneumoniae;M13;HECES
1;0.3621;S.pneumoniae;;HECES
1;0.2336;S.pneumoniae;;HECES
1;0.1595;S.pneumoniae;M14;HECES
1;0.1806;S.pneumoniae;;HECES
1;0.1765;S.pneumoniae;;HECES
1;0.1257;S.pneumoniae;M15;LECHE
1;0.1266;S.pneumoniae;;LECHE
1;0.1304;S.pneumoniae;;LECHE
1;0.1704;S.pneumoniae;M16;HECES
1;0.1766;S.pneumoniae;;HECES
1;0.1758;S.pneumoniae;;HECES
1;0.1796;S.pneumoniae;M17;HECES
1;0.1799;S.pneumoniae;;HECES
1;0.2017;S.pneumoniae;;HECES
1;0.1603;S.pneumoniae;M18;HECES
1;0.1615;S.pneumoniae;;HECES
1;0.1540;S.pneumoniae;;HECES
1;0.1626;S.pneumoniae;M19;HECES
1;0.1655;S.pneumoniae;;HECES
1;0.1440;S.pneumoniae;;HECES
1;0.1675;S.pneumoniae;M20;HECES
1;0.2253;S.pneumoniae;;HECES
1;0.1378;S.pneumoniae;;HECES
1;0.1622;S.pneumoniae;M21;LECHE
1;0.1731;S.pneumoniae;;LECHE
1;0.1632;S.pneumoniae;;LECHE
1;0.1837;S.pneumoniae;M22;HECES
1;0.1944;S.pneumoniae;;HECES
1;0.1840;S.pneumoniae;;HECES
1;0.1837;S.pneumoniae;M23;LECHE
1;0.1855;S.pneumoniae;;LECHE
1;0.1848;S.pneumoniae;;LECHE
1;0.3622;S.pneumoniae;M24;LECHE
1;0.3616;S.pneumoniae;;LECHE
1;0.2408;S.pneumoniae;;LECHE
1;0.1300;S.pneumoniae;M25;HECES
1;0.1277;S.pneumoniae;;HECES
1;0.1273;S.pneumoniae;;HECES
1;0.1241;S.pneumoniae;M26;HECES
1;0.1268;S.pneumoniae;;HECES
1;0.1237;S.pneumoniae;;HECES
1;0.1237;S.pneumoniae;M27;LECHE
1;0.1267;S.pneumoniae;;LECHE
1;0.1311;S.pneumoniae;;LECHE
1;0.1231;S.pneumoniae;M28;LECHE
1;0.1223;S.pneumoniae;;LECHE
1;0.1277;S.pneumoniae;;LECHE
1;0.1680;S.pneumoniae;M29;HECES
1;0.1784;S.pneumoniae;;HECES
1;0.1608;S.pneumoniae;;HECES
1;0.1697;S.pneumoniae;M30;LECHE
1;0.1733;S.pneumoniae;;LECHE
1;0.1811;S.pneumoniae;;LECHE
1;0.1554;S.pneumoniae;M31;HECES
1;0.1574;S.pneumoniae;;HECES
1;0.1571;S.pneumoniae;;HECES
1;0.1522;S.pneumoniae;M32;LECHE
1;0.1587;S.pneumoniae;;LECHE
1;0.1620;S.pneumoniae;;LECHE
1;0.3210;S.pneumoniae;M33;LECHE
1;0.2083;S.pneumoniae;;LECHE
1;0.2047;S.pneumoniae;;LECHE
1;0.1592;S.pneumoniae;M34;LECHE
1;0.1584;S.pneumoniae;;LECHE
1;0.1573;S.pneumoniae;;LECHE
2;0.1782;S.pneumoniae;M1;HECES
2;0.1476;S.pneumoniae;;HECES
2;0.1547;S.pneumoniae;;HECES
2;0.1472;S.pneumoniae;M2;HECES
2;0.1328;S.pneumoniae;;HECES
2;0.1468;S.pneumoniae;;HECES
2;0.1549;S.pneumoniae;M3;HECES
2;0.1477;S.pneumoniae;;HECES
2;0.1515;S.pneumoniae;;HECES
2;0.1343;S.pneumoniae;M4;HECES
2;0.1328;S.pneumoniae;;HECES
2;0.1628;S.pneumoniae;;HECES
2;0.1389;S.pneumoniae;M5;LECHE
2;0.1394;S.pneumoniae;;LECHE
2;0.1576;S.pneumoniae;;LECHE
2;0.1466;S.pneumoniae;M6;LECHE
2;0.1476;S.pneumoniae;;LECHE
2;0.1511;S.pneumoniae;;LECHE
2;0.1633;S.pneumoniae;M7;HECES
2;0.1648;S.pneumoniae;;HECES
2;0.1610;S.pneumoniae;;HECES
2;0.1453;S.pneumoniae;M8;LECHE
2;0.1499;S.pneumoniae;;LECHE
2;0.1759;S.pneumoniae;;LECHE
2;0.1634;S.pneumoniae;M9;HECES
2;0.1689;S.pneumoniae;;HECES
2;0.1823;S.pneumoniae;;HECES
2;0.1587;S.pneumoniae;M10;HECES
2;0.1599;S.pneumoniae;;HECES
2;0.1572;S.pneumoniae;;HECES
2;0.1747;S.pneumoniae;M11;LECHE
2;0.1833;S.pneumoniae;;LECHE
2;0.1808;S.pneumoniae;;LECHE
2;0.1776;S.pneumoniae;M12;LECHE
2;0.1830;S.pneumoniae;;LECHE
2;0.1844;S.pneumoniae;;LECHE
2;0.3826;S.pneumoniae;M13;HECES
2;0.3864;S.pneumoniae;;HECES
2;0.2351;S.pneumoniae;;HECES
2;0.1608;S.pneumoniae;M14;HECES
2;0.1806;S.pneumoniae;;HECES
2;0.1803;S.pneumoniae;;HECES
2;0.1240;S.pneumoniae;M15;LECHE
2;0.1261;S.pneumoniae;;LECHE
2;0.1269;S.pneumoniae;;LECHE
2;0.1730;S.pneumoniae;M16;HECES
