Tiempo;Abs;patogeno;Probiotics;Muestra
23;0.2585;Salmonella;M24;Leche
23;0.2589;Salmonella;M24;Leche
23;0.2546;Salmonella;M24;Leche
23;0.1433;Salmonella;M25;Heces
23;0.1349;Salmonella;M25;Heces
23;0.1727;Salmonella;M25;Heces
23;0.1189;Salmonella;M26;Heces
23;0.1217;Salmonella;M26;Heces
23;0.1283;Salmonella;M26;Heces
23;0.1541;Salmonella;M27;Leche
23;0.1309;Salmonella;M27;Leche
23;0.1696;Salmonella;M27;Leche
23;0.1875;Salmonella;M28;Leche
23;0.1617;Salmonella;M28;Leche
23;0.2054;Salmonella;M28;Leche
23;0.1826;Salmonella;M29;Heces
23;0.1763;Salmonella;M29;Heces
23;0.1723;Salmonella;M29;Heces
23;0.1874;Salmonella;M30;Leche
23;0.1864;Salmonella;M30;Leche
23;0.22;Salmonella;M30;Leche
23;0.1967;Salmonella;M31;Heces
23;0.1724;Salmonella;M31;Heces
23;0.1774;Salmonella;M31;Heces
23;0.1737;Salmonella;M32;Leche
23;0.1913;Salmonella;M32;Leche
23;0.1872;Salmonella;M32;Leche
23;0.2159;Salmonella;M33;Leche
23;0.2442;Salmonella;M33;Leche
23;0.2183;Salmonella;M33;Leche
23;0.1957;Salmonella;M34;Leche
23;0.18;Salmonella;M34;Leche
23;0.1823;Salmonella;M34;Leche
1;0.179;S.pneumoniae;M1;Heces
1;0.1479;S.pneumoniae;M1;Heces
1;0.1529;S.pneumoniae;M1;Heces
1;0.1447;S.pneumoniae;M2;Heces
1;0.1358;S.pneumoniae;M2;Heces
1;0.1458;S.pneumoniae;M2;Heces
1;0.1479;S.pneumoniae;M3;Heces
1;0.1479;S.pneumoniae;M3;Heces
1;0.1496;S.pneumoniae;M3;Heces
1;0.1338;S.pneumoniae;M4;Heces
1;0.1331;S.pneumoniae;M4;Heces
1;0.1592;S.pneumoniae;M4;Heces
1;0.1378;S.pneumoniae;M5;Leche
1;0.1385;S.pneumoniae;M5;Leche
1;0.1546;S.pneumoniae;M5;Leche
1;0.1461;S.pneumoniae;M6;Leche
1;0.1484;S.pneumoniae;M6;Leche
1;0.1483;S.pneumoniae;M6;Leche
1;0.1599;S.pneumoniae;M7;Heces
1;0.1618;S.pneumoniae;M7;Heces
1;0.1598;S.pneumoniae;M7;Heces
1;0.1532;S.pneumoniae;M8;Leche
1;0.1464;S.pneumoniae;M8;Leche
1;0.1766;S.pneumoniae;M8;Leche
1;0.163;S.pneumoniae;M9;Heces
1;0.166;S.pneumoniae;M9;Heces
1;0.1788;S.pneumoniae;M9;Heces
1;0.1574;S.pneumoniae;M10;Heces
1;0.1577;S.pneumoniae;M10;Heces
1;0.1521;S.pneumoniae;M10;Heces
1;0.173;S.pneumoniae;M11;Leche
1;0.1804;S.pneumoniae;M11;Leche
1;0.1811;S.pneumoniae;M11;Leche
1;0.1744;S.pneumoniae;M12;Leche
1;0.1794;S.pneumoniae;M12;Leche
1;0.178;S.pneumoniae;M12;Leche
1;0.3512;S.pneumoniae;M13;Heces
1;0.3621;S.pneumoniae;M13;Heces
1;0.2336;S.pneumoniae;M13;Heces
1;0.1595;S.pneumoniae;M14;Heces
1;0.1806;S.pneumoniae;M14;Heces
1;0.1765;S.pneumoniae;M14;Heces
1;0.1257;S.pneumoniae;M15;Leche
1;0.1266;S.pneumoniae;M15;Leche
1;0.1304;S.pneumoniae;M15;Leche
1;0.1704;S.pneumoniae;M16;Heces
1;0.1766;S.pneumoniae;M16;Heces
1;0.1758;S.pneumoniae;M16;Heces
1;0.1796;S.pneumoniae;M17;Heces
1;0.1799;S.pneumoniae;M17;Heces
1;0.2017;S.pneumoniae;M17;Heces
1;0.1603;S.pneumoniae;M18;Heces
1;0.1615;S.pneumoniae;M18;Heces
1;0.154;S.pneumoniae;M18;Heces
1;0.1626;S.pneumoniae;M19;Heces
1;0.1655;S.pneumoniae;M19;Heces
1;0.144;S.pneumoniae;M19;Heces
1;0.1675;S.pneumoniae;M20;Heces
1;0.2253;S.pneumoniae;M20;Heces
1;0.1378;S.pneumoniae;M20;Heces
1;0.1622;S.pneumoniae;M21;Leche
1;0.1731;S.pneumoniae;M21;Leche
1;0.1632;S.pneumoniae;M21;Leche
1;0.1837;S.pneumoniae;M22;Heces
1;0.1944;S.pneumoniae;M22;Heces
1;0.184;S.pneumoniae;M22;Heces
1;0.1837;S.pneumoniae;M23;Leche
1;0.1855;S.pneumoniae;M23;Leche
1;0.1848;S.pneumoniae;M23;Leche
1;0.3622;S.pneumoniae;M24;Leche
1;0.3616;S.pneumoniae;M24;Leche
1;0.2408;S.pneumoniae;M24;Leche
1;0.13;S.pneumoniae;M25;Heces
1;0.1277;S.pneumoniae;M25;Heces
1;0.1273;S.pneumoniae;M25;Heces
1;0.1241;S.pneumoniae;M26;Heces
1;0.1268;S.pneumoniae;M26;Heces
1;0.1237;S.pneumoniae;M26;Heces
1;0.1237;S.pneumoniae;M27;Leche
1;0.1267;S.pneumoniae;M27;Leche
1;0.1311;S.pneumoniae;M27;Leche
1;0.1231;S.pneumoniae;M28;Leche
1;0.1223;S.pneumoniae;M28;Leche
1;0.1277;S.pneumoniae;M28;Leche
1;0.168;S.pneumoniae;M29;Heces
1;0.1784;S.pneumoniae;M29;Heces
1;0.1608;S.pneumoniae;M29;Heces
1;0.1697;S.pneumoniae;M30;Leche
1;0.1733;S.pneumoniae;M30;Leche
1;0.1811;S.pneumoniae;M30;Leche
1;0.1554;S.pneumoniae;M31;Heces
1;0.1574;S.pneumoniae;M31;Heces
1;0.1571;S.pneumoniae;M31;Heces
1;0.1522;S.pneumoniae;M32;Leche
1;0.1587;S.pneumoniae;M32;Leche
1;0.162;S.pneumoniae;M32;Leche
1;0.321;S.pneumoniae;M33;Leche
1;0.2083;S.pneumoniae;M33;Leche
1;0.2047;S.pneumoniae;M33;Leche
1;0.1592;S.pneumoniae;M34;Leche
1;0.1584;S.pneumoniae;M34;Leche
1;0.1573;S.pneumoniae;M34;Leche
2;0.1782;S.pneumoniae;M1;Heces
2;0.1476;S.pneumoniae;M1;Heces
2;0.1547;S.pneumoniae;M1;Heces
2;0.1472;S.pneumoniae;M2;Heces
2;0.1328;S.pneumoniae;M2;Heces
2;0.1468;S.pneumoniae;M2;Heces
2;0.1549;S.pneumoniae;M3;Heces
2;0.1477;S.pneumoniae;M3;Heces
2;0.1515;S.pneumoniae;M3;Heces
2;0.1343;S.pneumoniae;M4;Heces
2;0.1328;S.pneumoniae;M4;Heces
2;0.1628;S.pneumoniae;M4;Heces
2;0.1389;S.pneumoniae;M5;Leche
2;0.1394;S.pneumoniae;M5;Leche
2;0.1576;S.pneumoniae;M5;Leche
2;0.1466;S.pneumoniae;M6;Leche
2;0.1476;S.pneumoniae;M6;Leche
2;0.1511;S.pneumoniae;M6;Leche
2;0.1633;S.pneumoniae;M7;Heces
2;0.1648;S.pneumoniae;M7;Heces
2;0.161;S.pneumoniae;M7;Heces
2;0.1453;S.pneumoniae;M8;Leche
2;0.1499;S.pneumoniae;M8;Leche
2;0.1759;S.pneumoniae;M8;Leche
2;0.1634;S.pneumoniae;M9;Heces
2;0.1689;S.pneumoniae;M9;Heces
2;0.1823;S.pneumoniae;M9;Heces
2;0.1587;S.pneumoniae;M10;Heces
2;0.1599;S.pneumoniae;M10;Heces
2;0.1572;S.pneumoniae;M10;Heces
2;0.1747;S.pneumoniae;M11;Leche
2;0.1833;S.pneumoniae;M11;Leche
2;0.1808;S.pneumoniae;M11;Leche
2;0.1776;S.pneumoniae;M12;Leche
2;0.183;S.pneumoniae;M12;Leche
2;0.1844;S.pneumoniae;M12;Leche
2;0.3826;S.pneumoniae;M13;Heces
2;0.3864;S.pneumoniae;M13;Heces
2;0.2351;S.pneumoniae;M13;Heces
2;0.1608;S.pneumoniae;M14;Heces
2;0.1806;S.pneumoniae;M14;Heces
2;0.1803;S.pneumoniae;M14;Heces
2;0.124;S.pneumoniae;M15;Leche
2;0.1261;S.pneumoniae;M15;Leche
2;0.1269;S.pneumoniae;M15;Leche
2;0.173;S.pneumoniae;M16;Heces
2;0.1793;S.pneumoniae;M16;Heces
2;0.1789;S.pneumoniae;M16;Heces
2;0.1824;S.pneumoniae;M17;Heces
2;0.1816;S.pneumoniae;M17;Heces
2;0.2008;S.pneumoniae;M17;Heces
2;0.1604;S.pneumoniae;M18;Heces
2;0.163;S.pneumoniae;M18;Heces
2;0.1548;S.pneumoniae;M18;Heces
2;0.1644;S.pneumoniae;M19;Heces
2;0.1654;S.pneumoniae;M19;Heces
2;0.1531;S.pneumoniae;M19;Heces
2;0.1705;S.pneumoniae;M20;Heces
2;0.2252;S.pneumoniae;M20;Heces
2;0.1386;S.pneumoniae;M20;Heces
2;0.1641;S.pneumoniae;M21;Leche
2;0.1762;S.pneumoniae;M21;Leche
2;0.1653;S.pneumoniae;M21;Leche
2;0.1855;S.pneumoniae;M22;Heces
2;0.1991;S.pneumoniae;M22;Heces
2;0.1955;S.pneumoniae;M22;Heces
2;0.1855;S.pneumoniae;M23;Leche
2;0.1827;S.pneumoniae;M23;Leche
2;0.2099;S.pneumoniae;M23;Leche
2;0.3767;S.pneumoniae;M24;Leche
2;0.3613;S.pneumoniae;M24;Leche
2;0.2433;S.pneumoniae;M24;Leche
2;0.1294;S.pneumoniae;M25;Heces
2;0.1255;S.pneumoniae;M25;Heces
2;0.128;S.pneumoniae;M25;Heces
2;0.125;S.pneumoniae;M26;Heces
2;0.1262;S.pneumoniae;M26;Heces
2;0.1258;S.pneumoniae;M26;Heces
2;0.1239;S.pneumoniae;M27;Leche
2;0.125;S.pneumoniae;M27;Leche
2;0.129;S.pneumoniae;M27;Leche
2;0.1236;S.pneumoniae;M28;Leche
2;0.1191;S.pneumoniae;M28;Leche
2;0.1274;S.pneumoniae;M28;Leche
2;0.1738;S.pneumoniae;M29;Heces
2;0.1825;S.pneumoniae;M29;Heces
2;0.1594;S.pneumoniae;M29;Heces
2;0.1752;S.pneumoniae;M30;Leche
2;0.174;S.pneumoniae;M30;Leche
2;0.1812;S.pneumoniae;M30;Leche
2;0.1558;S.pneumoniae;M31;Heces
2;0.1569;S.pneumoniae;M31;Heces
2;0.1566;S.pneumoniae;M31;Heces
2;0.1513;S.pneumoniae;M32;Leche
2;0.1582;S.pneumoniae;M32;Leche
2;0.1589;S.pneumoniae;M32;Leche
2;0.3444;S.pneumoniae;M33;Leche
2;0.2108;S.pneumoniae;M33;Leche
2;0.208;S.pneumoniae;M33;Leche
2;0.1612;S.pneumoniae;M34;Leche
2;0.1576;S.pneumoniae;M34;Leche
2;0.1592;S.pneumoniae;M34;Leche
3;0.1786;S.pneumoniae;M1;Heces
3;0.149;S.pneumoniae;M1;Heces
3;0.1579;S.pneumoniae;M1;Heces
3;0.1535;S.pneumoniae;M2;Heces
3;0.1372;S.pneumoniae;M2;Heces
3;0.1494;S.pneumoniae;M2;Heces
3;0.1523;S.pneumoniae;M3;Heces
3;0.1499;S.pneumoniae;M3;Heces
3;0.1562;S.pneumoniae;M3;Heces
3;0.1361;S.pneumoniae;M4;Heces
3;0.1339;S.pneumoniae;M4;Heces
3;0.1651;S.pneumoniae;M4;Heces
3;0.1415;S.pneumoniae;M5;Leche
3;0.1421;S.pneumoniae;M5;Leche
3;0.1604;S.pneumoniae;M5;Leche
3;0.147;S.pneumoniae;M6;Leche
3;0.1491;S.pneumoniae;M6;Leche
3;0.1524;S.pneumoniae;M6;Leche
3;0.1636;S.pneumoniae;M7;Heces
3;0.1662;S.pneumoniae;M7;Heces
3;0.1628;S.pneumoniae;M7;Heces
3;0.1454;S.pneumoniae;M8;Leche
3;0.1504;S.pneumoniae;M8;Leche
3;0.1789;S.pneumoniae;M8;Leche
3;0.1633;S.pneumoniae;M9;Heces
3;0.1664;S.pneumoniae;M9;Heces
3;0.1892;S.pneumoniae;M9;Heces
3;0.1585;S.pneumoniae;M10;Heces
3;0.1593;S.pneumoniae;M10;Heces
3;0.1732;S.pneumoniae;M10;Heces
3;0.177;S.pneumoniae;M11;Leche
3;0.1862;S.pneumoniae;M11;Leche
3;0.1867;S.pneumoniae;M11;Leche
3;0.1811;S.pneumoniae;M12;Leche
3;0.1848;S.pneumoniae;M12;Leche
3;0.1839;S.pneumoniae;M12;Leche
3;0.4112;S.pneumoniae;M13;Heces
3;0.4207;S.pneumoniae;M13;Heces
3;0.2417;S.pneumoniae;M13;Heces
3;0.1611;S.pneumoniae;M14;Heces
3;0.1817;S.pneumoniae;M14;Heces
3;0.1832;S.pneumoniae;M14;Heces
3;0.1255;S.pneumoniae;M15;Leche
3;0.1255;S.pneumoniae;M15;Leche
3;0.1281;S.pneumoniae;M15;Leche
3;0.1763;S.pneumoniae;M16;Heces
3;0.181;S.pneumoniae;M16;Heces
3;0.1829;S.pneumoniae;M16;Heces
3;0.1805;S.pneumoniae;M17;Heces
3;0.1808;S.pneumoniae;M17;Heces
3;0.2142;S.pneumoniae;M17;Heces
3;0.16;S.pneumoniae;M18;Heces
3;0.1627;S.pneumoniae;M18;Heces
3;0.1557;S.pneumoniae;M18;Heces
3;0.1643;S.pneumoniae;M19;Heces
3;0.1659;S.pneumoniae;M19;Heces
3;0.1766;S.pneumoniae;M19;Heces
3;0.1696;S.pneumoniae;M20;Heces
3;0.2244;S.pneumoniae;M20;Heces
3;0.1414;S.pneumoniae;M20;Heces
3;0.166;S.pneumoniae;M21;Leche
3;0.1779;S.pneumoniae;M21;Leche
3;0.1667;S.pneumoniae;M21;Leche
3;0.1883;S.pneumoniae;M22;Heces
3;0.2745;S.pneumoniae;M22;Heces
3;0.2711;S.pneumoniae;M22;Heces
3;0.1883;S.pneumoniae;M23;Leche
3;0.1833;S.pneumoniae;M23;Leche
3;0.4067;S.pneumoniae;M23;Leche
3;0.3916;S.pneumoniae;M24;Leche
3;0.3748;S.pneumoniae;M24;Leche
3;0.2476;S.pneumoniae;M24;Leche
3;0.132;S.pneumoniae;M25;Heces
3;0.1293;S.pneumoniae;M25;Heces
3;0.1251;S.pneumoniae;M25;Heces
3;0.1272;S.pneumoniae;M26;Heces
3;0.1285;S.pneumoniae;M26;Heces
3;0.1263;S.pneumoniae;M26;Heces
3;0.1249;S.pneumoniae;M27;Leche
3;0.1251;S.pneumoniae;M27;Leche
3;0.1301;S.pneumoniae;M27;Leche
3;0.1236;S.pneumoniae;M28;Leche
3;0.1201;S.pneumoniae;M28;Leche
3;0.128;S.pneumoniae;M28;Leche
3;0.1764;S.pneumoniae;M29;Heces
3;0.1838;S.pneumoniae;M29;Heces
3;0.1601;S.pneumoniae;M29;Heces
3;0.1781;S.pneumoniae;M30;Leche
3;0.1772;S.pneumoniae;M30;Leche
3;0.187;S.pneumoniae;M30;Leche
3;0.1593;S.pneumoniae;M31;Heces
3;0.1605;S.pneumoniae;M31;Heces
3;0.162;S.pneumoniae;M31;Heces
3;0.1546;S.pneumoniae;M32;Leche
3;0.1633;S.pneumoniae;M32;Leche
3;0.163;S.pneumoniae;M32;Leche
3;0.3732;S.pneumoniae;M33;Leche
3;0.2203;S.pneumoniae;M33;Leche
3;0.2144;S.pneumoniae;M33;Leche
3;0.1657;S.pneumoniae;M34;Leche
3;0.1619;S.pneumoniae;M34;Leche
3;0.1634;S.pneumoniae;M34;Leche
4;0.1786;S.pneumoniae;M1;Heces
4;0.1496;S.pneumoniae;M1;Heces
4;0.1816;S.pneumoniae;M1;Heces
4;0.1522;S.pneumoniae;M2;Heces
4;0.1379;S.pneumoniae;M2;Heces
4;0.1575;S.pneumoniae;M2;Heces
4;0.1513;S.pneumoniae;M3;Heces
4;0.1496;S.pneumoniae;M3;Heces
4;0.1747;S.pneumoniae;M3;Heces
4;0.1356;S.pneumoniae;M4;Heces
4;0.1341;S.pneumoniae;M4;Heces
4;0.1653;S.pneumoniae;M4;Heces
4;0.143;S.pneumoniae;M5;Leche
4;0.1426;S.pneumoniae;M5;Leche
4;0.1804;S.pneumoniae;M5;Leche
4;0.1467;S.pneumoniae;M6;Leche
4;0.1485;S.pneumoniae;M6;Leche
4;0.1663;S.pneumoniae;M6;Leche
4;0.1619;S.pneumoniae;M7;Heces
4;0.1655;S.pneumoniae;M7;Heces
4;0.1842;S.pneumoniae;M7;Heces
4;0.1459;S.pneumoniae;M8;Leche
4;0.169;S.pneumoniae;M8;Leche
4;0.1901;S.pneumoniae;M8;Leche
4;0.1643;S.pneumoniae;M9;Heces
4;0.1677;S.pneumoniae;M9;Heces
4;0.1998;S.pneumoniae;M9;Heces
4;0.1601;S.pneumoniae;M10;Heces
4;0.1617;S.pneumoniae;M10;Heces
4;0.1857;S.pneumoniae;M10;Heces
4;0.1805;S.pneumoniae;M11;Leche
4;0.1884;S.pneumoniae;M11;Leche
4;0.1884;S.pneumoniae;M11;Leche
4;0.1841;S.pneumoniae;M12;Leche
4;0.1876;S.pneumoniae;M12;Leche
4;0.1812;S.pneumoniae;M12;Leche
4;0.4242;S.pneumoniae;M13;Heces
4;0.4308;S.pneumoniae;M13;Heces
4;0.2447;S.pneumoniae;M13;Heces
4;0.1634;S.pneumoniae;M14;Heces
4;0.1835;S.pneumoniae;M14;Heces
4;0.1966;S.pneumoniae;M14;Heces
4;0.1276;S.pneumoniae;M15;Leche
4;0.129;S.pneumoniae;M15;Leche
4;0.1302;S.pneumoniae;M15;Leche
4;0.1786;S.pneumoniae;M16;Heces
4;0.1843;S.pneumoniae;M16;Heces
4;0.1828;S.pneumoniae;M16;Heces
4;0.1814;S.pneumoniae;M17;Heces
4;0.1815;S.pneumoniae;M17;Heces
4;0.2258;S.pneumoniae;M17;Heces
4;0.1614;S.pneumoniae;M18;Heces
4;0.1643;S.pneumoniae;M18;Heces
4;0.1658;S.pneumoniae;M18;Heces
4;0.1662;S.pneumoniae;M19;Heces
4;0.1685;S.pneumoniae;M19;Heces
4;0.1948;S.pneumoniae;M19;Heces
4;0.1709;S.pneumoniae;M20;Heces
4;0.2258;S.pneumoniae;M20;Heces
4;0.1551;S.pneumoniae;M20;Heces
4;0.1716;S.pneumoniae;M21;Leche
4;0.1819;S.pneumoniae;M21;Leche
4;0.1766;S.pneumoniae;M21;Leche
4;0.196;S.pneumoniae;M22;Heces
4;0.393;S.pneumoniae;M22;Heces
4;0.3719;S.pneumoniae;M22;Heces
4;0.196;S.pneumoniae;M23;Leche
4;0.1848;S.pneumoniae;M23;Leche
4;0.546;S.pneumoniae;M23;Leche
4;0.4009;S.pneumoniae;M24;Leche
4;0.3866;S.pneumoniae;M24;Leche
4;0.2476;S.pneumoniae;M24;Leche
4;0.1347;S.pneumoniae;M25;Heces
4;0.1291;S.pneumoniae;M25;Heces
4;0.1275;S.pneumoniae;M25;Heces
4;0.1308;S.pneumoniae;M26;Heces
4;0.1312;S.pneumoniae;M26;Heces
4;0.1283;S.pneumoniae;M26;Heces
4;0.1269;S.pneumoniae;M27;Leche
4;0.127;S.pneumoniae;M27;Leche
4;0.1325;S.pneumoniae;M27;Leche
4;0.1253;S.pneumoniae;M28;Leche
4;0.1219;S.pneumoniae;M28;Leche
4;0.1301;S.pneumoniae;M28;Leche
4;0.1783;S.pneumoniae;M29;Heces
4;0.187;S.pneumoniae;M29;Heces
4;0.1778;S.pneumoniae;M29;Heces
4;0.1803;S.pneumoniae;M30;Leche
4;0.1799;S.pneumoniae;M30;Leche
4;0.1883;S.pneumoniae;M30;Leche
4;0.1593;S.pneumoniae;M31;Heces
4;0.1608;S.pneumoniae;M31;Heces
4;0.1611;S.pneumoniae;M31;Heces
4;0.1558;S.pneumoniae;M32;Leche
4;0.1642;S.pneumoniae;M32;Leche
4;0.1642;S.pneumoniae;M32;Leche
4;0.386;S.pneumoniae;M33;Leche
4;0.2221;S.pneumoniae;M33;Leche
4;0.2177;S.pneumoniae;M33;Leche
4;0.1647;S.pneumoniae;M34;Leche
4;0.1625;S.pneumoniae;M34;Leche
4;0.1628;S.pneumoniae;M34;Leche
5;0.1804;S.pneumoniae;M1;Heces
5;0.1518;S.pneumoniae;M1;Heces
5;0.1586;S.pneumoniae;M1;Heces
5;0.1548;S.pneumoniae;M2;Heces
5;0.1393;S.pneumoniae;M2;Heces
5;0.1501;S.pneumoniae;M2;Heces
5;0.1567;S.pneumoniae;M3;Heces
5;0.152;S.pneumoniae;M3;Heces
5;0.158;S.pneumoniae;M3;Heces
5;0.1373;S.pneumoniae;M4;Heces
5;0.1349;S.pneumoniae;M4;Heces
5;0.1682;S.pneumoniae;M4;Heces
5;0.144;S.pneumoniae;M5;Leche
5;0.1444;S.pneumoniae;M5;Leche
5;0.1595;S.pneumoniae;M5;Leche
5;0.1474;S.pneumoniae;M6;Leche
5;0.1489;S.pneumoniae;M6;Leche
5;0.1486;S.pneumoniae;M6;Leche
5;0.1628;S.pneumoniae;M7;Heces
5;0.1662;S.pneumoniae;M7;Heces
5;0.1608;S.pneumoniae;M7;Heces
5;0.1467;S.pneumoniae;M8;Leche
5;0.1482;S.pneumoniae;M8;Leche
5;0.1768;S.pneumoniae;M8;Leche
5;0.1616;S.pneumoniae;M9;Heces
5;0.1681;S.pneumoniae;M9;Heces
5;0.2052;S.pneumoniae;M9;Heces
5;0.1622;S.pneumoniae;M10;Heces
5;0.1632;S.pneumoniae;M10;Heces
5;0.2036;S.pneumoniae;M10;Heces
5;0.1801;S.pneumoniae;M11;Leche
5;0.1887;S.pneumoniae;M11;Leche
5;0.2141;S.pneumoniae;M11;Leche
5;0.1827;S.pneumoniae;M12;Leche
5;0.1865;S.pneumoniae;M12;Leche
5;0.2001;S.pneumoniae;M12;Leche
5;0.4185;S.pneumoniae;M13;Heces
5;0.4345;S.pneumoniae;M13;Heces
5;0.2902;S.pneumoniae;M13;Heces
5;0.1639;S.pneumoniae;M14;Heces
5;0.1851;S.pneumoniae;M14;Heces
5;0.1955;S.pneumoniae;M14;Heces
5;0.1275;S.pneumoniae;M15;Leche
5;0.1286;S.pneumoniae;M15;Leche
5;0.1303;S.pneumoniae;M15;Leche
5;0.1781;S.pneumoniae;M16;Heces
5;0.1831;S.pneumoniae;M16;Heces
5;0.2135;S.pneumoniae;M16;Heces
5;0.1827;S.pneumoniae;M17;Heces
5;0.1828;S.pneumoniae;M17;Heces
5;0.2615;S.pneumoniae;M17;Heces
5;0.163;S.pneumoniae;M18;Heces
5;0.1648;S.pneumoniae;M18;Heces
5;0.1535;S.pneumoniae;M18;Heces
5;0.1671;S.pneumoniae;M19;Heces
5;0.1697;S.pneumoniae;M19;Heces
5;0.2137;S.pneumoniae;M19;Heces
5;0.1714;S.pneumoniae;M20;Heces
5;0.227;S.pneumoniae;M20;Heces
5;0.1409;S.pneumoniae;M20;Heces
5;0.1719;S.pneumoniae;M21;Leche
5;0.1804;S.pneumoniae;M21;Leche
5;0.1652;S.pneumoniae;M21;Leche
5;0.2127;S.pneumoniae;M22;Heces
5;0.5459;S.pneumoniae;M22;Heces
5;0.4851;S.pneumoniae;M22;Heces
5;0.2127;S.pneumoniae;M23;Leche
5;0.1832;S.pneumoniae;M23;Leche
5;0.5931;S.pneumoniae;M23;Leche
5;0.4039;S.pneumoniae;M24;Leche
5;0.3861;S.pneumoniae;M24;Leche
5;0.2776;S.pneumoniae;M24;Leche
5;0.1356;S.pneumoniae;M25;Heces
5;0.1292;S.pneumoniae;M25;Heces
5;0.1268;S.pneumoniae;M25;Heces
5;0.1294;S.pneumoniae;M26;Heces
5;0.1321;S.pneumoniae;M26;Heces
5;0.1293;S.pneumoniae;M26;Heces
5;0.1263;S.pneumoniae;M27;Leche
5;0.1273;S.pneumoniae;M27;Leche
5;0.1346;S.pneumoniae;M27;Leche
5;0.1253;S.pneumoniae;M28;Leche
5;0.1218;S.pneumoniae;M28;Leche
5;0.131;S.pneumoniae;M28;Leche
5;0.1777;S.pneumoniae;M29;Heces
5;0.1858;S.pneumoniae;M29;Heces
5;0.1569;S.pneumoniae;M29;Heces
5;0.1806;S.pneumoniae;M30;Leche
5;0.1794;S.pneumoniae;M30;Leche
5;0.2283;S.pneumoniae;M30;Leche
5;0.1846;S.pneumoniae;M31;Heces
5;0.1974;S.pneumoniae;M31;Heces
5;0.1999;S.pneumoniae;M31;Heces
5;0.1779;S.pneumoniae;M32;Leche
5;0.1883;S.pneumoniae;M32;Leche
5;0.194;S.pneumoniae;M32;Leche
5;0.3913;S.pneumoniae;M33;Leche
5;0.2594;S.pneumoniae;M33;Leche
5;0.2488;S.pneumoniae;M33;Leche
5;0.1987;S.pneumoniae;M34;Leche
5;0.1918;S.pneumoniae;M34;Leche
5;0.1873;S.pneumoniae;M34;Leche
6;0.1818;S.pneumoniae;M1;Heces
6;0.1537;S.pneumoniae;M1;Heces
6;0.1617;S.pneumoniae;M1;Heces
6;0.1526;S.pneumoniae;M2;Heces
6;0.1398;S.pneumoniae;M2;Heces
6;0.1539;S.pneumoniae;M2;Heces
6;0.1571;S.pneumoniae;M3;Heces
6;0.1533;S.pneumoniae;M3;Heces
6;0.1615;S.pneumoniae;M3;Heces
6;0.1379;S.pneumoniae;M4;Heces
6;0.1365;S.pneumoniae;M4;Heces
6;0.168;S.pneumoniae;M4;Heces
6;0.1444;S.pneumoniae;M5;Leche
6;0.1452;S.pneumoniae;M5;Leche
6;0.1596;S.pneumoniae;M5;Leche
6;0.1476;S.pneumoniae;M6;Leche
6;0.1492;S.pneumoniae;M6;Leche
6;0.1496;S.pneumoniae;M6;Leche
6;0.1646;S.pneumoniae;M7;Heces
6;0.1667;S.pneumoniae;M7;Heces
6;0.1624;S.pneumoniae;M7;Heces
6;0.146;S.pneumoniae;M8;Leche
6;0.1484;S.pneumoniae;M8;Leche
6;0.1794;S.pneumoniae;M8;Leche
6;0.1652;S.pneumoniae;M9;Heces
6;0.1687;S.pneumoniae;M9;Heces
6;0.2314;S.pneumoniae;M9;Heces
6;0.1618;S.pneumoniae;M10;Heces
6;0.1591;S.pneumoniae;M10;Heces
6;0.2412;S.pneumoniae;M10;Heces
6;0.1802;S.pneumoniae;M11;Leche
6;0.1882;S.pneumoniae;M11;Leche
6;0.1864;S.pneumoniae;M11;Leche
6;0.1826;S.pneumoniae;M12;Leche
6;0.1872;S.pneumoniae;M12;Leche
6;0.1813;S.pneumoniae;M12;Leche
6;0.4243;S.pneumoniae;M13;Heces
6;0.4389;S.pneumoniae;M13;Heces
6;0.2424;S.pneumoniae;M13;Heces
6;0.1649;S.pneumoniae;M14;Heces
6;0.1833;S.pneumoniae;M14;Heces
6;0.2117;S.pneumoniae;M14;Heces
6;0.1278;S.pneumoniae;M15;Leche
6;0.131;S.pneumoniae;M15;Leche
6;0.1303;S.pneumoniae;M15;Leche
6;0.1785;S.pneumoniae;M16;Heces
6;0.183;S.pneumoniae;M16;Heces
6;0.1814;S.pneumoniae;M16;Heces
6;0.1823;S.pneumoniae;M17;Heces
6;0.182;S.pneumoniae;M17;Heces
6;0.2265;S.pneumoniae;M17;Heces
6;0.1639;S.pneumoniae;M18;Heces
6;0.1648;S.pneumoniae;M18;Heces
6;0.1542;S.pneumoniae;M18;Heces
6;0.1664;S.pneumoniae;M19;Heces
6;0.1698;S.pneumoniae;M19;Heces
6;0.2575;S.pneumoniae;M19;Heces
6;0.1712;S.pneumoniae;M20;Heces
6;0.2265;S.pneumoniae;M20;Heces
6;0.1454;S.pneumoniae;M20;Heces
6;0.1718;S.pneumoniae;M21;Leche
6;0.1816;S.pneumoniae;M21;Leche
6;0.1657;S.pneumoniae;M21;Leche
6;0.2422;S.pneumoniae;M22;Heces
6;0.622;S.pneumoniae;M22;Heces
6;0.5498;S.pneumoniae;M22;Heces
6;0.2422;S.pneumoniae;M23;Leche
6;0.1826;S.pneumoniae;M23;Leche
6;0.6058;S.pneumoniae;M23;Leche
6;0.4082;S.pneumoniae;M24;Leche
6;0.3913;S.pneumoniae;M24;Leche
